Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Page Rank,Emails,X,Twitter,Instagram,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CMS Platform,CRM Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
1stchoicemechanicalaz.com,1stchoicemechanicalaz.com,$1000,,50,0,0,1st Choice Mechanical LLC,Business And Industrial,10539395,,,,instagram.com/1stchoicemechanicalaz,Phoenix,Arizona,85027,US,18/07/2021,08/10/2023,02/01/2019,08/10/2023,,WordPress,Hubspot,Top 50m,-,-,-
1stchoiceplumbingdraincleaning.ca,1stchoiceplumbingdraincleaning.ca,$250,,0,0,0,,Business And Industrial,41190732,,,,,Westsyde,BC,V2B 6R7,CA,04/06/2023,07/10/2023,29/06/2016,07/10/2023,,,,Top 50m,-,-,-
1sthvac.com,1sthvac.com,$1000,,10,0,0,1st HVAC,Automotive And Vehicles,27445504,info@1sthvac.com,,,instagram.com/1sthvac,Simi Valley,CA,93065,US,10/09/2019,04/09/2023,04/01/2016,26/09/2023,,WordPress,,-,-,-,California CCPA
2020drainclean.com,2020drainclean.com,$250,$24426,100,0,0,2020 Drain Clean,Home And Garden,27445519,,,,instagram.com/2020drainclean_plumbing,Newington,VA,22079,US,25/02/2020,13/10/2023,25/11/2017,16/10/2023,Ecwid,Duda;Wix,,Top 50m,-,-,-
20perroom.com,20perroom.com,$100,,,,,Diamond Superior LLC,Business And Industrial,Outside Top 100m,contact@diamondsuperior.com,,,,Las Vegas,NV,89128,US,13/06/2021,07/10/2023,06/01/2021,07/10/2023,,WordPress,,-,-,-,-
2145036961.com,2145036961.com,$250,,,,,,Technology And Computing,Outside Top 100m,"info@awssmarthome.com, Support@awssmarthome.com",,,,,,,,26/02/2023,09/07/2023,05/04/2001,07/10/2023,,Netlify,,-,-,-,-
2marketing.ca,prime.2marketing.ca,$500,,0,0,22,2marketing,Business And Industrial,53093832,,,,instagram.com/2markting,,,,ES,15/08/2023,07/10/2023,12/07/2017,15/10/2023,,WordPress,,-,-,-,GDPR Spain
brendanwalshplumbing.com,brendanwalshplumbing.com,$100,,0,0,0,Brendan Walsh Plumbing,Home And Garden,44979984,info@brendanwalshplumbing.com,,,,,PA,19018,US,01/06/2019,18/10/2023,22/08/2011,18/10/2023,,WordPress,,-,-,-,-
bubbasjunkremoval.com,bubbasjunkremoval.com,$100,,250,0,0,,Automotive And Vehicles,30465992,info@bubbasjunkremoval.com,,twitter.com/Bubbasjunk_llc,instagram.com/bubbasjunkremoval,Pearland,TX,77584,US,24/10/2021,17/10/2023,30/08/2018,17/10/2023,,WordPress,,-,-,-,-
northsideplumbingatlanta.com,northsideplumbingatlanta.com,$100,,10,0,0,Northside Plumbing,Home And Garden,22078161,info@northsideplumbingatlanta.com,,twitter.com/NorthsidePlumbA,instagram.com/northsideplumbingatlanta,Woodstock,GA,30189,US,25/02/2020,16/10/2023,02/02/2018,16/10/2023,,WordPress,,-,-,-,-
thegatekeeper.org,thegatekeeper.org,$100,,,,,Custom Gate Design,Technology And Computing,26265937,service@thegatekeeper.org,,,,Chatsworth,CA,91311,US,15/07/2019,07/10/2023,12/10/2008,16/10/2023,,Unbounce;WordPress,,Top 50m,-,-,California CCPA
tomoservicesinc.com,tomoservicesinc.com,$100,$13570,0,0,0,,,Outside Top 100m,,,,,,,,,25/02/2020,06/10/2023,04/12/2017,06/10/2023,Ecwid,Duda,,-,-,-,-
ilocalserver.com,premiergutters.ilocalserver.com,$1000,,0,0,31,Alpha Team Realty Group,Business And Industrial,53922855,,,,,Tacoma,WA,98444,US,20/06/2023,19/09/2023,20/06/2015,19/10/2023,,Dealer Spike;Joomla!;WordPress,,-,-,-,-
junk-station.com,junk-station.com,$250,,0,0,0,Junk Station LLC,Business And Industrial,26346025,info@junk-station.com,,,,,,,,18/05/2021,17/10/2023,12/05/2020,17/10/2023,,WordPress,,Top 50m,-,-,-
servermaintain.com,perfection.servermaintain.com,$1000,,0,0,0,,,11540813,,,,,,,,,22/01/2021,05/07/2023,31/01/2011,17/10/2023,,WordPress,Hubspot,-,-,-,-
housecallpro.com,housecallpro.com,$5000,$67997,5000,100,0,Housecall Pro,Business And Industrial,59496,support@housecallpro.com,,twitter.com/housecallpro,instagram.com/housecall,San Diego,CA,92130,US,31/10/2017,17/10/2023,16/09/2012,19/10/2023,Shopify;Ecwid,Netlify;Contentful;StatusPage IO;My Salesforce;Atlassian Cloud;Skilljar;Intercom Help;Duda;WordPress,,Top 50m,Top 50k,-,California CCPA
linktr.ee,linktr.ee/*,$10000,,2000,100,0,Art 0f Rage,Technology And Computing,160,hello@linktr.ee;support@linktr.ee,,twitter.com/linktree_,instagram.com/linktr.ee,Marana,AZ,85658,US,27/02/2023,16/08/2023,29/06/2016,19/10/2023,SalonInteractive;Slerp;Ecwid;Shoppy;Shopier;Zen Cart,StatusPage IO;Intercom Help;LeadPages;Floify;Demio;Pipefy;Dubsado;flexmls;Cliniko;Skilljar;Veracross;Teachable;talentReef;UrbanX;Hypefactors;iModules;Blackbaud;MeridianLink;ParishSOFT;Cloud CMA;Bloomerang;PropertyMeld;ChannelManager;Symplicity;Arketa;FitogramPro;Travefy;Octiv;Everbridge;Kalix Health;Ubindi;FACTS;Kiwify;Freshteam;Trainerize;InVision App;Daxko;NetSuite;Publitas;ByDesign;Joomag;The Knot;Subsplash;Squire;Casting Networks;Fullscript;Rent Manager;Workday;Church Center;Tenant Turner;HomeSpotter;Substack;LenderHomePage;Mighty Networks;Handshake;VolunteerMatch;Synxis Guest Connect;Beehiiv;Studio Ninja;Seesaw;Tribute Archive;GitBook;Blogger;Serendipity;Keller Williams Realty;Drupal;Webflow;Greenhouse,EveryAction;Infusionsoft;NeonCRM;ClickUp;Pipedrive;Kindrid Giving;ACS Technologies;BombBomb;Tint Wiz;Airship CRM;Glue Up;Salesforce;Elexio,Top 50m,Top 50k,-,GDPR Estonia
614electrician.com,614electrician.com,$100,,,,,614electrician,Automotive And Vehicles,25393386,buckeyeelectrician@gmail.com,,,instagram.com/614electrician,Columbus,OH,43221,US,25/08/2019,07/10/2023,25/12/2017,16/10/2023,,GoDaddy Website Builder,,Top 50m,-,-,-
705electric.com,705electric.com,$250,,250,0,0,,Business And Industrial,29417210,,,,instagram.com/705electricinc,,,,,03/03/2020,16/10/2023,02/01/2018,16/10/2023,Shopify,Webflow,CHIIRP,-,-,-,-
757greenline.com,757greenline.com,$100,,0,0,0,GreenLine,Home And Garden,43365006,,,,instagram.com/757greenline,,,,,11/04/2020,07/10/2023,02/11/2019,16/10/2023,,WordPress,,Top 50m,-,-,-
772500junk.com,772500junk.com,$100,,0,0,0,,Business And Industrial,45046643,,,twitter.com/772500junk,instagram.com/772500junk,Port Saint Lucie,FL,34952,US,04/04/2020,07/10/2023,14/07/2015,07/10/2023,,GoDaddy Website Builder,,-,-,-,-
774help.com,774help.com,$100,,,,,Mortensen Custom Plumbing,Home And Garden,40061205,,,,,Flagstaff,AZ,86001,US,31/07/2020,07/10/2023,14/03/2016,07/10/2023,,Wix,,-,-,-,-
7starsmobileautodetailing.com,7starsmobileautodetailing.com,$1000,,,,,,Automotive And Vehicles,Outside Top 100m,info@7starsmobileautodetailing.com;ej@7starsmobileautodetailing.com;details@7starsmobileautodetailing.com;supplies@7starsmobileautodetailing.com;jobs@7starsmobileautodetailing.com,,,,Sasabe,AZ,85633,US,28/04/2023,16/07/2023,18/07/2022,28/08/2023,,WordPress,,-,-,-,-
facilitydoctors.com,facilitydoctors.com,$100,,0,0,0,Facility Doctors,,Outside Top 100m,filler@godaddy.com,,,,Wake Forest,NC,27587,US,14/03/2022,17/10/2023,13/08/2010,17/10/2023,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
facilityforcepro.com,facilityforcepro.com,$100,,0,0,0,,,Outside Top 100m,contact@myffpro.com,,,,,,,,09/09/2023,22/09/2023,26/11/2020,17/10/2023,,GoDaddy Website Builder;WordPress,,-,-,-,-
fahrenheitheatingandcooling.com,fahrenheitheatingandcooling.com,$250,,,,,Fahrenheit Heating and Cooling,Technology And Computing,27422412,,,,,Ann Arbor,MI,48108,US,20/04/2022,17/10/2023,31/05/2015,17/10/2023,,WordPress,,-,-,-,-
fairestofallcarpetcleaners.com,fairestofallcarpetcleaners.com/*,$500,,0,0,0,9477 Greenback Ln. 521,Art And Entertainment,23140449,info@fairestclean.com,,,instagram.com/fairestclean,Downtown,CA,95814,US,23/01/2022,11/09/2023,03/05/2010,17/10/2023,,Squarespace,,-,-,-,California CCPA
fairfaxkwikdry.com,fairfaxkwikdry.com,$100,,0,0,0,Fairfax Kwik Dry Total Cleaning,Art And Entertainment,70741091,fairfaxkwikdry@gmail.com,,,,Falls Church,VA,22043,US,16/09/2020,11/09/2023,08/07/2020,08/10/2023,,SiteBuilder;WordPress;WebsiteBuilder,,-,-,-,-
faithfullyclean.com,faithfullyclean.com,$100,,,,,,Business And Industrial,84692523,info@faithfullyclean.com,,,instagram.com/faithfullyclean,,VA,23235,US,08/05/2020,10/09/2023,10/11/2010,17/10/2023,,WordPress,,-,-,-,-
faithfullydetailing.com,faithfullydetailing.com,$1000,$120942,,,,,,Outside Top 100m,"pakridge@faithfullydetailing.com, nshields@faithfullydetailing.com",,,,,,,,09/02/2023,29/05/2023,18/08/2022,17/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
falconcoatings.com,falconcoatings.com,$1000,$109894,,,,,,Outside Top 100m,,,,,Silver Spring,MD,20903,US,07/05/2023,17/10/2023,01/02/2011,17/10/2023,Ecwid,Duda,,-,-,-,-
falconecrawlspace.com,falconecrawlspace.com,$1000,,0,0,0,Falcone Crawl Space &,Technology And Computing,25262457,bettieann@falconecrawlspace.com;jobs@falconecrawlspace.com;office@falconecrawlspace.com,,twitter.com/falconecrawl,,Wilson Heights,NC,28269,US,11/12/2022,25/07/2023,28/02/2013,17/10/2023,,WordPress,,Top 10m,-,-,-
fallbrookheating.com,fallbrookheating.com,$250,,0,0,0,Fallbrook Heating and Air Conditiong Inc,Business And Industrial,45482247,info@fallbrookheating.com,,,,Fallbrook,CA,92088,US,10/11/2021,18/10/2023,02/02/2011,18/10/2023,,WordPress,,-,-,-,California CCPA
fallingstarhvac.com,fallingstarhvac.com,$500,$35650,0,0,0,,Business And Industrial,Outside Top 100m,info@fallingstarhvac.com,,,,Colorado Springs,CO,80916,US,29/05/2023,17/10/2023,01/09/2022,17/10/2023,Ecwid,Duda;Thryv;Camilyo,,-,-,-,-
familycleanersct.com,familycleanersct.com,$100,$7115,0,0,0,,,Outside Top 100m,info@familycleanersct.com,,,,East Hartford,CT,6118,US,25/07/2022,17/06/2023,08/07/2022,17/10/2023,,Google Search Appliance;WordPress,,Top 50m,-,-,-
familycleaning.co,familycleaning.co,$100,,,,,House Cleaning,Business And Industrial,Outside Top 100m,FamilyCleaning@sitnas.com,,,instagram.com/family_cleaning_co,Atlanta,GA,30318,US,07/05/2023,22/09/2023,25/10/2018,08/10/2023,,WordPress,,-,-,-,-
familyhvac.com,familyhvac.com,$500,,0,0,0,familyhvac.com Corp,Law  Govt And Politics,14742172,info@familyhvac.com,,,instagram.com/wearefamilyhvac,Elkins Park,PA,19027,US,03/03/2020,17/10/2023,02/02/2011,17/10/2023,,,CHIIRP,Top 5m,-,-,-
familymanhandyman.academy,familymanhandyman.academy,$100,,,,,,Law  Govt And Politics,Outside Top 100m,info@familymanhandyman.com,,,,,,,,17/06/2020,17/10/2023,17/06/2020,17/10/2023,,WordPress,,-,-,-,-
familymanhandyman.com,familymanhandyman.com,$100,,0,0,0,,Home And Garden,55178119,info@familymanhandyman.com,,,,,,,,25/02/2019,17/10/2023,02/02/2011,17/10/2023,,WordPress,,-,-,-,-
famouscoolair.com,famouscoolair.com,$100,,,,,,,Outside Top 100m,"famouscoolair@gmail.com, Famouscoolair@gmail.com",,,,,,,,07/05/2023,17/10/2023,23/08/2022,17/10/2023,,GoDaddy Website Builder,,-,-,-,-
fantasticcarpetcleaningnyc.com,fantasticcarpetcleaningnyc.com,$100,,0,0,0,Fantastic Carpet Cleaning NLC,Home And Garden,17717659,fantasticcleaningny@gmail.com,,twitter.com/fantasticclean6,instagram.com/fantasticcarpetcleaningnyc,Ridgewood,NY,11385,US,17/06/2023,14/09/2023,19/06/2017,07/10/2023,,WordPress,,Top 50m,-,-,-
farmersheatingair.com,farmersheatingair.com,$250,,0,0,0,,,Outside Top 100m,1Farmershvac@gmail.com,,,,,,,,08/09/2022,29/05/2023,25/07/2022,18/10/2023,,Netlify,,-,-,-,-
farmersheatingandcoolingsolutions.com,farmersheatingandcoolingsolutions.com,$100,,0,0,0,Farmers Heating And Cooling Solutions LLC,Business And Industrial,46802806,farmersheatingandcooling2021@gmail.com,,,,Middleburg,FL,32068,US,30/12/2021,22/09/2023,27/04/2021,08/10/2023,,SiteBuilder;WordPress;WebsiteBuilder,,-,-,-,-
farmhousehvac.com,farmhousehvac.com,$1000,,,,,,Business And Industrial,Outside Top 100m,,,,,,,,,21/01/2022,18/10/2023,17/01/2021,18/10/2023,,WordPress,,-,-,-,-
fastfreddysplumbing.com,fastfreddysplumbing.com,$1000,,,,,,Home And Garden,27457852,,,,,Lincoln,NE,68522,US,30/12/2021,18/10/2023,03/07/2013,18/10/2023,,WordPress,,-,-,-,-
fastgarage.pro,fastgarage.pro,$250,,,,,,,Outside Top 100m,fastgarage205@gmail.com,,,,,,,,08/09/2022,29/05/2023,25/08/2019,08/10/2023,,Netlify,,-,-,-,-
fasthandyelectric.com,fasthandyelectric.com,$500,$14878,0,0,10,Fast Handy Electric,Home And Garden,26805782,info@fasthandyelectric.com,,,,San Jose,California,95111,US,31/07/2021,18/10/2023,15/10/2013,18/10/2023,WooCommerce Checkout,WordPress,,-,-,-,California CCPA
fastplumbernow.com,fastplumbernow.com,$100,,,,,,,Outside Top 100m,SerenityPlumbing@Gmail.com,,,,,,,,18/10/2023,18/10/2023,15/08/2023,18/10/2023,,,,-,-,-,-
fastserviceok.com,fastserviceok.com,$100,,0,0,0,,,19832401,americareheatandair@gmail.com,,,,Norman,OK,73072,US,12/07/2018,18/10/2023,28/05/2016,18/10/2023,,WordPress,,Top 50m,-,-,-
fatcatjunkremoval.com,fatcatjunkremoval.com,$100,$33546,0,0,0,,,Outside Top 100m,info@fatcatjunkremoval.com,,,,,,,,17/06/2023,18/10/2023,16/02/2022,18/10/2023,,WordPress,,-,-,-,-
fathersonsmobiledetailinghouston.com,fathersonsmobiledetailinghouston.com,$100,,,,,,,Outside Top 100m,,,,,,,,,31/12/2022,22/09/2023,02/01/2020,18/10/2023,,Google My Business;Google Sites,,-,-,-,-
fayettevillehvac.com,fayettevillehvac.com,$250,$8176,0,0,0,,Business And Industrial,25200194,,,,,Fayetteville,NC,28305,US,07/11/2017,18/10/2023,13/09/2009,18/10/2023,,WordPress;Beaver Builder,CHIIRP,Top 10m,-,-,-
feltonlawncarellc.com,feltonlawncarellc.com,$250,,,,,,,Outside Top 100m,pugilism1212@gmail.com,,,,,,,,21/03/2023,18/10/2023,21/03/2023,18/10/2023,,Netlify,,-,-,-,-
feschcleaningco.com,feschcleaningco.com,$100,,,,,,,Outside Top 100m,hello@feschcleaningco.com,,,,,,,,17/05/2022,18/10/2023,17/05/2022,18/10/2023,,GoDaddy Website Builder,,-,-,-,-
fgatrades.ca,fgatrades.ca,$250,,0,0,0,,Home And Garden,31270641,,,,,North Bay,ON,P1B,CA,31/07/2021,29/07/2023,31/07/2021,18/10/2023,,,,-,-,-,-
fiawcleaning.com,fiawcleaning.com,$1000,$120942,0,0,0,,,Outside Top 100m,hello@fiawcleaning.com,,,,Monroe Ward,VA,23219,US,31/12/2022,23/09/2023,06/10/2022,08/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
fibersealwest.com,fibersealwest.com,$500,,0,0,0,,Home And Garden,70985918,,,twitter.com/fibersealwest,instagram.com/fibersealwest,Irvine Business Complex,CA,92614,US,03/03/2020,18/10/2023,30/07/2014,18/10/2023,,WordPress,,-,-,-,California CCPA
fibertechcolumbus.com,fibertechcolumbus.com/*,$100,,,,,,Home And Garden,74916154,matt@fibertechcolumbus.com,,,,Columbus,OH,43217,US,18/03/2020,18/10/2023,05/08/2018,18/10/2023,,Weebly,,-,-,-,-
fiddlydee.info,fiddlydee.info,$100,$13713,,,,FiddlyDeeSANDBOX,,Outside Top 100m,,,,,San Francisco,CA,94158,US,31/12/2022,29/07/2023,24/08/2022,18/10/2023,Wix Stores,Wix,,-,-,-,California CCPA
fidelitycleaning.com,fidelitycleaning.com,$250,$29616,0,0,0,Fidelity Pressure Washing Sarasota,Business And Industrial,50433644,eli@fidelitycleaning.com,,,,Sarasota,Florida,34237,US,04/08/2022,18/10/2023,02/02/2011,18/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
fifthlaborcleaningservices.com,fifthlaborcleaningservices.com,$250,,0,0,0,,Business And Industrial,78964854,,,,,,,,,25/08/2019,18/10/2023,31/08/2015,18/10/2023,,,,-,-,-,California CCPA
filthymasters.ca,filthymasters.ca,$100,,,,,,,Outside Top 100m,contact@filthymasters.ca,,,,,,,,02/09/2023,12/10/2023,20/06/2023,12/10/2023,,WordPress,,-,-,-,-
finalformdetailing.com,finalformdetailing.com,$100,$15019,,,,,,Outside Top 100m,Finalformdetailing@gmail.com,,,,,,,,16/09/2023,18/10/2023,15/08/2023,18/10/2023,Wix Stores,Wix,,-,-,-,-
finaltouchservice.com,finaltouchservice.com,$100,,0,0,0,,,Outside Top 100m,,,,,Pasadena,CA,91101,US,26/07/2023,18/10/2023,01/06/2013,18/10/2023,,Webflow;WordPress,,-,-,-,California CCPA
fincorefrigeration.com,fincorefrigeration.com,$1000,,,,,,,Outside Top 100m,fixit@fincorefrigeration.com,,,,,,,,26/03/2023,23/09/2023,18/01/2022,18/10/2023,,Netlify,,-,-,-,-
finishlinehvac.com,finishlinehvac.com,$100,$15019,,,,,Business And Industrial,84738108,service@finishlinehvac.com,,,,,,,,30/03/2023,18/10/2023,02/03/2020,18/10/2023,Wix Stores,Wix,,Top 50m,-,-,-
finishshinecleaning.com,finishshinecleaning.com,$100,$15019,,,,,,Outside Top 100m,,,,,,,,,20/06/2023,29/07/2023,01/04/2023,08/10/2023,Wix Stores,Wix,,-,-,-,-
finkleaservices.com,finkleaservices.com,$100,,,,,Finklea Services LLC,Automotive And Vehicles,Outside Top 100m,,,,,Reynoldsburg,OH,43068,US,03/03/2020,18/10/2023,12/01/2019,18/10/2023,,GoDaddy Website Builder,,-,-,-,-
fireandiceair.com,fireandiceair.com,$250,,0,0,0,,Law  Govt And Politics,Outside Top 100m,,,,,Valrico,FL,33594,US,18/05/2021,18/10/2023,18/05/2021,18/10/2023,,,,-,-,-,-
fireandstonedesign.com,fireandstonedesign.com,$100,,,,,Fire and Stone Design Inc,Law  Govt And Politics,81262738,info@fireandstonedesign.com,,,,Ixonia,WI,53036,US,31/12/2022,18/10/2023,26/08/2009,18/10/2023,,Synchrony;Wix,,-,-,-,-
firedawgsjunkremoval.com,firedawgsjunkremoval.com,$100,$12030,1000,0,0,Fire Dawgs Junk Removal,Law  Govt And Politics,10638787,info@firedawgsjunkremoval.com,,,instagram.com/firedawgsjunkremoval,Indianapolis,IN,46268,US,24/04/2022,18/10/2023,17/06/2014,18/10/2023,,WordPress,,Top 5m,-,-,-
firehousecarpetcleaners.com,firehousecarpetcleaners.com/*,$100,$8625,0,0,0,Firehouse Carpet Cleaners LLC,,Outside Top 100m,,,,,Atlanta,Georgia,30301,US,08/05/2020,18/10/2023,24/02/2018,18/10/2023,Ecwid,Duda,,-,-,-,-
fireplace911.com,fireplace911.com,$500,,0,0,0,Fireplace 911,Law  Govt And Politics,Outside Top 100m,info@fireplace911.com,,,,,,,,14/12/2022,18/10/2023,25/05/2005,18/10/2023,,WordPress,,-,-,-,California CCPA
firstcallelectric.net,firstcallelectric.net,$100,,0,0,0,First Call Electric804,Automotive And Vehicles,45547423,nick@firstcallelectric.net,,,,,,,,10/11/2021,18/10/2023,15/09/2013,18/10/2023,,GoDaddy Website Builder,,-,-,-,-
firstcallgaragedoors.com,firstcallgaragedoors.com,$250,,,,,firstcallgaragedoors,Society,27379877,svictoria@firstcallgaragedoors.com,,,,Richmond,TX,77407,US,02/03/2019,18/10/2023,15/09/2013,18/10/2023,,WordPress,,-,-,-,-
firstcallgaragedoorspro.com,firstcallgaragedoorspro.com,$100,,0,0,0,,,Outside Top 100m,doors@fcgarage.net,,,,,,,,19/09/2023,18/10/2023,19/09/2023,18/10/2023,,WordPress,,-,-,-,-
firstcharlotteac.com,firstcharlotteac.com,$250,,,,,,Technology And Computing,76239272,firstcharlotteac@gmail.com,,,,,,,,09/09/2022,30/05/2023,31/01/2020,18/10/2023,,Netlify,,-,-,-,-
firstchoicechimneysweep.com,firstchoicechimneysweep.com,$100,,,,,First Choice Chimney Sweep,,58708788,firstchoicechimneysweep@gmail.com,,,,,,,,31/12/2021,18/10/2023,15/06/2021,18/10/2023,,Wix,,Top 50m,-,-,-
firstchoiceelectricllc.com,firstchoiceelectricllc.com,$500,,5000,0,0,First Choice Electrical and Solar,Business And Industrial,12682169,jeff@firstchoiceelectricllc.com;zach@firstchoiceelectricllc.com;jeremy@firstchoiceelectricllc.com;jordan@firstchoiceelectricllc.com;john@firstchoiceelectricllc.com;domonique@firstchoiceelectricllc.com;miguel@firstchoiceelectricllc.com;nick@firstchoiceelectricllc.com,,,instagram.com/firstchoiceelectricity,,WA,,US,11/09/2023,18/10/2023,28/03/2013,18/10/2023,,LinkNow;WordPress,,Top 50m,-,-,-
firstclassplumbingandrooter.com,firstclassplumbingandrooter.com,$500,,0,0,0,First Class Plumbing and Rooter,Law  Govt And Politics,Outside Top 100m,,,,,Riverside,CA,92506,US,18/07/2023,29/07/2023,15/12/2020,18/10/2023,,WordPress,,Top 5m,-,-,California CCPA
firstresponseairfl.com,firstresponseairfl.com,$250,,,,,First Response Air Conditioning & Refrigeration,Technology And Computing,23839391,,,twitter.com/firstresponseac,,West Palm Beach,FL,33409,US,31/07/2021,18/10/2023,12/01/2019,18/10/2023,,WordPress,,-,-,-,-
firstservecleaning.com,firstservecleaning.com,$250,,100,0,0,First Serve Cleaning and Restoration LLC,Business And Industrial,27251751,office@firstservecleaning.com;connect@firstservecleaning.com,,,instagram.com/firstservecleaning,Indianapolis,Indiana,46231,US,25/02/2020,23/09/2023,05/07/2017,18/10/2023,,WordPress,,Top 50m,-,-,-
fisherqelectricllc.com,fisherqelectricllc.com,$100,$15019,,,,Fisher Electric LLC,Business And Industrial,Outside Top 100m,fisherqelectric@gmail.com,,,,Ponder,TX,76259,US,28/05/2022,18/10/2023,20/04/2021,18/10/2023,Wix Stores,Wix,,-,-,-,-
fisherswindowcleaning.com,fisherswindowcleaning.com,$1000,,0,0,0,,,Outside Top 100m,,,,,,,,,21/04/2022,17/06/2023,04/06/2020,18/10/2023,,Weebly,,-,-,-,-
fitequipmentrepair.com,fitequipmentrepair.com,$500,$32530,,,,Fitness E.R,Automotive And Vehicles,34492081,logan@fitequipmentrepair.com,,,,Strafford,MO,65757,US,17/09/2020,18/10/2023,11/07/2016,18/10/2023,Squarespace Commerce;Squarespace Active Store;Squarespace Add to Cart,Squarespace,,-,-,-,-
fithomeservices.com,fithomeservices.com,$250,$29616,0,0,0,Fit Home Services,Business And Industrial,Outside Top 100m,info@fithomeservices.com,,,instagram.com/fithomeservices,Acworth,GA,30101,US,31/12/2021,18/10/2023,07/02/2011,18/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
fitnessrepairxperts.com,fitnessrepairxperts.com,$100,,0,0,0,Fitness Repair Xperts,Health And Fitness,Outside Top 100m,,,,,Cypress,TX,77433,US,15/03/2022,18/10/2023,25/05/2012,18/10/2023,,GoDaddy Website Builder,,-,-,-,-
fivestar-pro.com,fivestar-pro.com,$100,,0,0,0,,,Outside Top 100m,,,,,,,,,20/12/2022,18/10/2023,20/12/2022,18/10/2023,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
fivestarapplianceservice.com,fivestarapplianceservice.com,$100,,0,0,0,,Business And Industrial,Outside Top 100m,info@fivestarapplianceservice.com,,,,Falmouth,MA,2541,US,31/01/2022,18/10/2023,05/04/2013,18/10/2023,,WordPress,,Top 50m,-,-,-
fivestarchem-dry.com,fivestarchem-dry.com,$250,,0,0,0,Five Star Chem Dry,Business And Industrial,22958557,info@fivestarchem-dry.com,,twitter.com/fivestarchemdry,,Glacier View,WA,98203,US,05/11/2017,16/10/2023,03/04/2012,16/10/2023,,WordPress;Hugo,,Top 50m,-,-,-
