Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Page Rank,Emails,X,Twitter,Instagram,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CMS Platform,CRM Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
feschcleaningco.com,feschcleaningco.com,$100,,,,,,,Outside Top 100m,hello@feschcleaningco.com,,,,,,,,2022-05-17,2023-10-18,2022-05-17,2023-10-18,,GoDaddy Website Builder,,-,-,-,-
fgatrades.ca,fgatrades.ca,$250,,0,0,0,,Home And Garden,31270641,,,,,North Bay,ON,P1B,CA,2021-07-31,2023-07-29,2021-07-31,2023-10-18,,,,-,-,-,-
fiawcleaning.com,fiawcleaning.com,$1000,$120942,0,0,0,,,Outside Top 100m,hello@fiawcleaning.com,,,,Monroe Ward,VA,23219,US,2022-12-31,2023-09-23,2022-10-06,2023-10-08,Squarespace Add to Cart,Squarespace,,-,-,-,-
fibersealwest.com,fibersealwest.com,$500,,0,0,0,,Home And Garden,70985918,,,twitter.com/fibersealwest,instagram.com/fibersealwest,Irvine Business Complex,CA,92614,US,2020-03-03,2023-10-18,2014-07-30,2023-10-18,,WordPress,,-,-,-,California CCPA
fibertechcolumbus.com,fibertechcolumbus.com/*,$100,,,,,,Home And Garden,74916154,matt@fibertechcolumbus.com,,,,Columbus,OH,43217,US,2020-03-18,2023-10-18,2018-08-05,2023-10-18,,Weebly,,-,-,-,-
fiddlydee.info,fiddlydee.info,$100,$13713,,,,FiddlyDeeSANDBOX,,Outside Top 100m,,,,,San Francisco,CA,94158,US,2022-12-31,2023-07-29,2022-08-24,2023-10-18,Wix Stores,Wix,,-,-,-,California CCPA
fidelitycleaning.com,fidelitycleaning.com,$250,$29616,0,0,0,Fidelity Pressure Washing Sarasota,Business And Industrial,50433644,eli@fidelitycleaning.com,,,,Sarasota,Florida,34237,US,2022-08-04,2023-10-18,2011-02-02,2023-10-18,Squarespace Add to Cart,Squarespace,,-,-,-,-
fifthlaborcleaningservices.com,fifthlaborcleaningservices.com,$250,,0,0,0,,Business And Industrial,78964854,,,,,,,,,2019-08-25,2023-10-18,2015-08-31,2023-10-18,,,,-,-,-,California CCPA
filthymasters.ca,filthymasters.ca,$100,,,,,,,Outside Top 100m,contact@filthymasters.ca,,,,,,,,2023-09-02,2023-10-12,2023-06-20,2023-10-12,,WordPress,,-,-,-,-
finalformdetailing.com,finalformdetailing.com,$100,$15019,,,,,,Outside Top 100m,Finalformdetailing@gmail.com,,,,,,,,2023-09-16,2023-10-18,2023-08-15,2023-10-18,Wix Stores,Wix,,-,-,-,-
finaltouchservice.com,finaltouchservice.com,$100,,0,0,0,,,Outside Top 100m,,,,,Pasadena,CA,91101,US,2023-07-26,2023-10-18,2013-06-01,2023-10-18,,Webflow;WordPress,,-,-,-,California CCPA
fincorefrigeration.com,fincorefrigeration.com,$1000,,,,,,,Outside Top 100m,449-1844fixit@fincorefrigeration.comPowered,,,,,,,,2023-03-26,2023-09-23,2022-01-18,2023-10-18,,Netlify,,-,-,-,-
finishlinehvac.com,finishlinehvac.com,$100,$15019,,,,,Business And Industrial,84738108,service@finishlinehvac.com,,,,,,,,2023-03-30,2023-10-18,2020-03-02,2023-10-18,Wix Stores,Wix,,Top 50m,-,-,-
finishshinecleaning.com,finishshinecleaning.com,$100,$15019,,,,,,Outside Top 100m,,,,,,,,,2023-06-20,2023-07-29,2023-04-01,2023-10-08,Wix Stores,Wix,,-,-,-,-
finkleaservices.com,finkleaservices.com,$100,,,,,Finklea Services LLC,Automotive And Vehicles,Outside Top 100m,,,,,Reynoldsburg,OH,43068,US,2020-03-03,2023-10-18,2019-01-12,2023-10-18,,GoDaddy Website Builder,,-,-,-,-
fireandiceair.com,fireandiceair.com,$250,,0,0,0,,Law  Govt And Politics,Outside Top 100m,,,,,Valrico,FL,33594,US,2021-05-18,2023-10-18,2021-05-18,2023-10-18,,,,-,-,-,-
fireandstonedesign.com,fireandstonedesign.com,$100,,,,,Fire and Stone Design Inc,Law  Govt And Politics,81262738,info@fireandstonedesign.com,,,,Ixonia,WI,53036,US,2022-12-31,2023-10-18,2009-08-26,2023-10-18,,Synchrony;Wix,,-,-,-,-
firedawgsjunkremoval.com,firedawgsjunkremoval.com,$100,$12030,1000,0,0,Fire Dawgs Junk Removal,Law  Govt And Politics,10638787,info@firedawgsjunkremoval.com,,,instagram.com/firedawgsjunkremoval,Indianapolis,IN,46268,US,2022-04-24,2023-10-18,2014-06-17,2023-10-18,,WordPress,,Top 5m,-,-,-
firehousecarpetcleaners.com,firehousecarpetcleaners.com/*,$100,$8625,0,0,0,Firehouse Carpet Cleaners LLC,,Outside Top 100m,,,,,Atlanta,Georgia,30301,US,2020-05-08,2023-10-18,2018-02-24,2023-10-18,Ecwid,Duda,,-,-,-,-
fireplace911.com,fireplace911.com,$500,,0,0,0,Fireplace 911,Law  Govt And Politics,Outside Top 100m,info@fireplace911.com,,,,,,,,2022-12-14,2023-10-18,2005-05-25,2023-10-18,,WordPress,,-,-,-,California CCPA
firstcallelectric.net,firstcallelectric.net,$100,,0,0,0,First Call Electric804,Automotive And Vehicles,45547423,nick@firstcallelectric.net,,,,,,,,2021-11-10,2023-10-18,2013-09-15,2023-10-18,,GoDaddy Website Builder,,-,-,-,-
firstcallgaragedoors.com,firstcallgaragedoors.com,$250,,,,,firstcallgaragedoors,Society,27379877,svictoria@firstcallgaragedoors.com,,,,Richmond,TX,77407,US,2019-03-02,2023-10-18,2013-09-15,2023-10-18,,WordPress,,-,-,-,-
firstcallgaragedoorspro.com,firstcallgaragedoorspro.com,$100,,0,0,0,,,Outside Top 100m,doors@fcgarage.net,,,,,,,,2023-09-19,2023-10-18,2023-09-19,2023-10-18,,WordPress,,-,-,-,-
firstcharlotteac.com,firstcharlotteac.com,$250,,,,,,Technology And Computing,76239272,764-0005firstcharlotteac@gmail.comPowered,,,,,,,,2022-09-09,2023-05-30,2020-01-31,2023-10-18,,Netlify,,-,-,-,-
firstchoicechimneysweep.com,firstchoicechimneysweep.com,$100,,,,,First Choice Chimney Sweep,,58708788,firstchoicechimneysweep@gmail.com,,,,,,,,2021-12-31,2023-10-18,2021-06-15,2023-10-18,,Wix,,Top 50m,-,-,-
firstchoiceelectricllc.com,firstchoiceelectricllc.com,$500,,5000,0,0,First Choice Electrical and Solar,Business And Industrial,12682169,jeff@firstchoiceelectricllc.com;zach@firstchoiceelectricllc.com;jeremy@firstchoiceelectricllc.com;jordan@firstchoiceelectricllc.com;john@firstchoiceelectricllc.com;domonique@firstchoiceelectricllc.com;miguel@firstchoiceelectricllc.com;nick@firstchoiceelectricllc.com,,,instagram.com/firstchoiceelectricity,,WA,,US,2023-09-11,2023-10-18,2013-03-28,2023-10-18,,LinkNow;WordPress,,Top 50m,-,-,-
firstclassplumbingandrooter.com,firstclassplumbingandrooter.com,$500,,0,0,0,First Class Plumbing and Rooter,Law  Govt And Politics,Outside Top 100m,,,,,Riverside,CA,92506,US,2023-07-18,2023-07-29,2020-12-15,2023-10-18,,WordPress,,Top 5m,-,-,California CCPA
firstresponseairfl.com,firstresponseairfl.com,$250,,,,,First Response Air Conditioning & Refrigeration,Technology And Computing,23839391,,,twitter.com/firstresponseac,,West Palm Beach,FL,33409,US,2021-07-31,2023-10-18,2019-01-12,2023-10-18,,WordPress,,-,-,-,-
firstservecleaning.com,firstservecleaning.com,$250,,100,0,0,First Serve Cleaning and Restoration LLC,Business And Industrial,27251751,office@firstservecleaning.com;connect@firstservecleaning.com,,,instagram.com/firstservecleaning,Indianapolis,Indiana,46231,US,2020-02-25,2023-09-23,2017-07-05,2023-10-18,,WordPress,,Top 50m,-,-,-
fisherqelectricllc.com,fisherqelectricllc.com,$100,$15019,,,,Fisher Electric LLC,Business And Industrial,Outside Top 100m,fisherqelectric@gmail.com,,,,Ponder,TX,76259,US,2022-05-28,2023-10-18,2021-04-20,2023-10-18,Wix Stores,Wix,,-,-,-,-
fisherswindowcleaning.com,fisherswindowcleaning.com,$1000,,0,0,0,,,Outside Top 100m,,,,,,,,,2022-04-21,2023-06-17,2020-06-04,2023-10-18,,Weebly,,-,-,-,-
fitequipmentrepair.com,fitequipmentrepair.com,$500,$32530,,,,Fitness E.R,Automotive And Vehicles,34492081,logan@fitequipmentrepair.com,,,,Strafford,MO,65757,US,2020-09-17,2023-10-18,2016-07-11,2023-10-18,Squarespace Commerce;Squarespace Active Store;Squarespace Add to Cart,Squarespace,,-,-,-,-
fithomeservices.com,fithomeservices.com,$250,$29616,0,0,0,Fit Home Services,Business And Industrial,Outside Top 100m,info@fithomeservices.com,,,instagram.com/fithomeservices,Acworth,GA,30101,US,2021-12-31,2023-10-18,2011-02-07,2023-10-18,Squarespace Add to Cart,Squarespace,,-,-,-,-
fitnessrepairxperts.com,fitnessrepairxperts.com,$100,,0,0,0,Fitness Repair Xperts,Health And Fitness,Outside Top 100m,,,,,Cypress,TX,77433,US,2022-03-15,2023-10-18,2012-05-25,2023-10-18,,GoDaddy Website Builder,,-,-,-,-
fivestar-pro.com,fivestar-pro.com,$100,,0,0,0,,,Outside Top 100m,,,,,,,,,2022-12-20,2023-10-18,2022-12-20,2023-10-18,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
fivestarapplianceservice.com,fivestarapplianceservice.com,$100,,0,0,0,,Business And Industrial,Outside Top 100m,info@fivestarapplianceservice.com,,,,Falmouth,MA,02541,US,2022-01-31,2023-10-18,2013-04-05,2023-10-18,,WordPress,,Top 50m,-,-,-
